word,frequency,transcription,si_no
pila,7337,95,s
Library,7342,5944,n
parajes,7335,9460,n
plena,7334,952,n
Arco,7332,47,s
Lugares,7332,5640,n
millares,7333,340,n
bueyes,7331,90,n
COLONIA,7328,752,n
anulación,7322,2502,n
visitador,7326,80114,n
monarcas,7326,32470,n
delincuente,7316,152721,n
narradores,7322,24140,n
abstención,7317,901202,n
parecido,7322,9401,n
comarcas,7316,73470,n
Maurice,7315,340,n
DECRETO,7315,1741,n
altiplano,7314,51952,n
marchas,7313,3460,n
TLCAN,7313,1572,n
prototipo,7312,94119,s
huerta,7310,41,s
ro,7308,4,n
arroyos,7309,40,n
Grijalbo,7312,64659,n
Pintura,7308,9214,s
Newton,7307,212,n
creciente,7305,74021,n
Memorial,7304,3345,n
Pago,7301,96,n
polémicas,7295,95370,n
formulario,7292,84354,s
ron,7290,42,s
pudor,7289,914,n
acreditación,7288,741102,n
familiar,7286,8354,n
Regla,7283,465,s
interferencia,7286,2148420,n
Postal,7278,9015,s
alumbrado,7278,53941,n
encaje,7278,276,s
shock,7276,677,n
Verónica,7276,8427,n
Mark,7275,347,n
honradez,7272,2410,n
marea,7269,34,n
comercios,7272,73400,n
ll,7268,,n
Aduana,7267,12,n
Chico,7267,67,n
nervio,7265,248,n
Escritores,7265,074140,n
Je,7262,6,n
Fiesta,7264,801,n
cortinas,7260,74120,n
boom,7258,93,n
astros,7259,0140,n
crepúsculo,7257,749075,n
ama,7252,3,n
silueta,7249,051,n
llano,7249,2,n
armada,7245,431,n
Escolar,7244,0754,n
rollo,7244,4,s
tanques,7244,1270,n
Arizona,7241,402,n
Zulia,7241,05,n
pata,7239,91,s
hostilidades,7235,015110,n
Roosevelt,7235,40851,n
Age,7235,6,n
Centre,7235,0214,n
po,7234,9,n
Herbert,7231,4941,n
fiscales,7228,80750,n
invasiones,7228,28020,n
contagio,7228,7216,n
urgencias,7226,46200,n
Cristiana,7224,74012,n
kilo,7224,75,s
Ibídem,7223,913,n
Rúa,7222,4,n
cartografía,7218,741648,n
asignaciones,7220,062020,n
ej,7217,6,n
Centroamericana,7215,02143472,n
Paper,7213,994,n
Stephen,7214,0192,n
luto,7212,51,n
interconexión,7208,2147262,n
UAM,7207,3,n
Azorín,7204,042,n
Mamá,7206,33,n
acontecer,7202,72104,n
Bush,7202,90,n
cheques,7200,670,n
mutación,7200,3102,n
Procesal,7199,94005,n
Depósitos,7195,19010,n
alcantarillado,7196,572141,n
recelo,7192,405,n
centralidad,7192,0214511,n
ps,7191,90,n
sustituto,7190,00111,n
unam,7186,23,n
párpados,7189,94910,n
simplicidad,7184,0395011,n
guardián,7183,6412,n
MUNICIPAL,7184,32095,n
EDITORIAL,7184,1145,n
Amalia,7180,35,n
elector,7180,5714,n
congregación,7177,7264602,n
acopio,7176,79,n
estimulación,7172,013502,n
gravamen,7175,64832,n
Royal,7171,45,n
Yolanda,7171,521,n
Ch.,7170,6,Error
Contemporánea,7171,7213942,n
Tampico,7170,1397,n
Loreto,7169,541,n
abono,7168,92,n
Conocimiento,7168,720321,n
bocas,7167,970,n
aviación,7168,802,n
escrutinio,7167,07412,n
Maura,7296,34,n
organizadores,7166,4620140,n
arresto,7165,401,n
canónigo,7163,7226,n
JUNIO,7161,62,n
barroco,7161,947,n
bebés,7161,990,n
sílabas,7157,0590,n
Treviño,7155,1482,n
biografías,7156,96480,n
autobús,7156,190,s
causales,7153,7050,n
Medio,7153,31,n
cuñado,7153,721,n
Villalobos,7152,8590,n
remoción,7151,4302,n
conmigo,7147,7236,n
racionalismo,7150,402503,n
radios,7149,410,n
Emilia,7145,35,n
Directiva,7145,14718,n
What,7147,1,n
amén,7144,32,n
Escandón,7142,07212,n
Piura,7139,94,n
Lomas,7140,530,n
Zorrilla,7140,04,n
hipertensión,7138,941202,n
armonización,7134,432002,n
AD,7136,1,n
Y,7133,,n
Diablo,7133,195,n
extracto,7130,01471,n
masculinidad,7133,3075211,n
Contribución,7129,7214902,n
noreste,7130,2401,n
mandado,7128,3211,n
despachos,7126,10960,n
Independiente,7126,2192121,n
Presidenta,7123,940121,n
there,7119,14,n
inmunidad,7116,23211,n
recorte,7115,4741,s
caricatura,7116,74714,n
edictos,7115,1710,n
semejanzas,7115,036200,n
avatares,7114,8140,n
Caminos,7114,7320,n
anomalías,7110,2350,n
Gramática,7113,64317,n
Engels,7112,2650,n
miserias,7113,3040,n
venida,7105,821,n
To,7108,1,n
modas,7107,310,n
consignas,7106,720620,n
Intervención,7101,2148202,n
Cayetano,7100,712,n
ed.,7097,1,Error
pastoreo,7099,9014,n
tripulación,7099,149502,n
bachiller,7098,964,n
coacción,7096,7702,n
Parroquia,7095,947,n
manteca,7095,3217,s
gen,7094,62,n
adelantos,7093,15210,n
Soberano,7092,0942,n
escudos,7090,0710,s
Filología,7089,8556,n
mrs,7094,340,n
Ciclo,7090,075,n
escolares,7087,07540,n
denominador,7087,123214,n
yacimiento,7085,0321,n
Olivares,7086,5840,n
PAZ,7085,90,n
mártires,7084,34140,n
TC,7082,17,n
humillación,7082,302,n
Egresos,7081,6400,n
Códice,7079,710,s
MARZO,7079,340,n
ALCA,7074,57,n
Republicano,7076,499572,n
Sciences,7073,00200,n
Rulfo,7073,458,n
Gramsci,7069,64300,n
esencias,7070,0200,n
Humanidad,7067,3211,n
Union,7066,22,n
electo,7063,571,n
Tello,7065,1,n
barriles,7062,9450,n
ORDEN,7061,412,n
limites,7062,5310,n
Rufino,7060,482,n
ligero,7058,564,n
Tlalpan,7058,15592,n
FONDO,7061,821,s
bolsillos,7057,9500,s
EJERCICIO,7056,6400,n
protector,7057,941714,n
pormenores,7056,943240,n
exiliados,7055,6510,n
insultos,7053,20510,n
Gerónimo,7052,6423,n
urbe,7052,49,n
JUSTICIA,7051,6010,n
hoguera,7050,64,n
Comedia,7050,731,n
delicadeza,7046,15710,n
apogeo,7043,96,n
aborígenes,7042,94620,n
Departamentos,7041,19413210,n
criminalidad,7040,7432511,n
monólogo,7040,3256,n
rezago,7039,406,n
Istmo,7036,013,n
paloma,7038,953,s
Capitulo,7036,7915,n
tambor,7035,1394,s
colina,7033,752,s
reformismo,7033,484303,n
JUICIO,7031,60,n
Rangel,7030,4265,n
Biología,7029,956,n
Bell,7028,9,n
romances,7027,43200,n
CONTROL,7026,72145,n
Rolando,7026,4521,n
MIR,7026,34,n
heroísmo,7024,403,n
ración,7023,402,s
ventanilla,7023,8212,s
Tratados,7021,14110,n
Telmex,7027,1530,n
CUARTO,7020,741,n
history,7020,014,n
gobiemo,7018,693,n
tormento,7015,14321,n
Praga,7011,946,n
distorsión,7013,101402,n
Iniciativa,7009,2018,n
indemnizaciones,7010,21320020,n
estudioso,7010,0110,n
hoc,7009,7,n
Velarde,7006,8541,n
desencanto,7005,102721,n
Lingüística,7005,526017,n
faldas,7004,8510,n
Co,7001,7,n
tallos,7000,10,n
Alcántara,6998,57214,n
Decretos,7000,17410,n
austeridad,6997,01411,n
Enfermedades,6997,2843110,n
autorizaciones,6994,140020,n
correos,6993,740,n
deducción,6992,11702,n
Facultades,6993,875110,n
faceta,6992,801,n
peregrinación,6991,9464202,n
ápice,6987,90,n
Ventura,6990,8214,n
patrono,6987,9142,n
credo,6982,741,n
PRODUCCIÓN,6978,941702,n
Medieval,6981,3185,n
Marcial,6974,3405,n
Duarte,6972,141,n
cortejo,6972,7416,n
mono,6972,32,n
comuna,6970,732,n
Marcha,6968,346,n
compositores,6967,7390140,n
vivos,6968,880,n
Argelia,6961,465,n
sombreros,6963,039440,n
contraparte,6958,7214941,n
Arteaga,6960,416,n
Baudelaire,6959,9154,n
cebada,6956,091,s
redactor,6954,41714,n
ordenanza,6956,41220,n
those,6950,10,n
p.,6947,9,Error
Terra,6948,14,n
Utilidad,6952,1511,n
Clin,6944,752,n
extradición,6945,014102,n
brotes,6957,9410,n
We,6943,,n
Espejo,6943,096,s
CSIC,6942,707,n
colinas,6941,7520,n
botones,6940,9120,n
embarcación,6940,394702,s
anexión,6940,262,n
Sonia,6939,02,n
traza,6934,140,n
Difusión,6933,1802,n
abdomen,6936,9132,s
labradores,6932,594140,n
estratificación,6931,01418702,n
Ismael,6929,035,n
Agropecuario,6928,64974,n
átomos,6930,130,n
protocolos,6928,941750,n
sepultura,6928,09514,n
relajación,6927,45602,n
ponencias,6921,92200,n
quechua,6926,76,n
Harry,6924,4,n
operativo,6921,9418,n
agregado,6919,6461,n
difuntos,6919,18210,n
surrealismo,6918,04503,n
plantilla,6918,9521,s
p.m.,6914,93,Error
Time,6917,13,n
vector,6916,8714,n
conglomerado,6915,7265341,n
Reducción,6913,41702,n
aprendizajes,6912,9421060,n
Creador,6911,7414,n
estuvo,6912,018,n
MATERIA,6911,314,n
Mistral,6910,30145,n
Requisitos,6910,47010,n
divisa,6910,180,n
EUA,6908,,n
estela,6908,015,n
monstruos,6908,320140,n
martirio,6906,3414,n
Maquiavelo,6905,3785,n
alcaldía,6905,5751,n
centiáreas,6904,02140,n
Garzón,6904,6402,n
milicia,6901,350,n
Grau,6900,64,n
cinturón,6900,02142,s
sábados,6899,0910,n
Change,6899,626,n
ceguera,6898,064,n
superiores,6899,09440,n
Susan,6896,002,n
modestia,6895,3101,n
aduanas,6894,120,n
Profesionales,6893,9480250,n
propensión,6892,949202,n
Conferencias,6892,7284200,n
Erasmo,6890,403,n
populismo,6890,99503,n
Batista,6886,9101,n
verosimilitud,6887,8403511,n
has,6886,0,n
emisora,6890,304,n
consorcio,6882,72040,n
Santidad,6885,02111,n
Abad,6880,91,n
corbata,6880,7491,s
Marte,6879,341,n
ladrillos,6880,5140,n
Lacan,6878,572,n
grabado,6872,6491,s
poderosos,6872,91400,n
ponderación,6874,921402,n
Indígenas,6874,21620,n
Destino,6871,1012,n
intermediario,6868,214314,n
Gibraltar,6869,694514,n
Ibn,6869,92,n
apóstoles,6868,90150,n
inducción,6866,21702,n
Gordon,6867,6412,n
psicólogos,6866,907560,n
ansias,6865,200,n
cuyas,6864,70,n
Titular,6863,1154,n
centenar,6858,02124,n
entregas,6863,21460,n
invento,6858,2821,n
Robinson,6858,49202,n
caucho,6857,76,s
repeticiones,6857,491020,n
altares,6854,5140,n
parálisis,6856,94500,n
Carlota,6854,7451,n
catálogos,6854,71560,n
Hijos,6852,60,n
Pastrana,6853,90142,n
especificación,6851,0908702,n
Consejería,6851,72064,n
public,6849,9957,n
Diócesis,6850,1000,n
Cirugía,6848,046,n
formulaciones,6844,8435020,n
documentales,6839,1732150,n
Regiones,6844,4620,n
predicción,6836,941702,n
goma,6841,63,s
despojo,6835,1096,n
nd,6834,21,n
DATOS,6832,110,n
Democracy,6831,13747,n
suministros,6830,0320140,n
Migración,6828,36402,n
INAH,6826,2,n
interrogatorio,6825,214614,n
comitiva,6825,7318,n
huecos,6824,70,n
espontaneidad,6825,0921211,n
desórdenes,6824,104120,n
Créditos,6824,74110,n
Loyola,6822,55,n
Fiscalía,6822,8075,n
elocuencia,6820,5720,n
cavidad,6819,7811,n
Limón,6820,532,s
quema,6819,73,n
Intereses,6818,21400,n
GATT,6817,611,n
Subsecretario,6817,0907414,n
Suma,6815,03,n
izquierdas,6813,07410,n
Polanco,6815,9527,n
Socorro,6815,074,n
Honor,6813,24,n
clérigo,6811,7546,n
malas,6811,350,n
desdén,6810,1012,n
mezclas,6810,30750,n
oidor,6809,14,n
precisiones,6809,940020,n
TEXAS,6807,100,n
Liceo,6806,50,n
MUJER,6806,364,n
setecientos,6805,010210,n
Systems,6804,00130,n
usufructo,6804,08471,n
persuasión,6804,94002,n
persecuciones,6798,9407020,n
tallo,6798,1,s
mundialización,6796,3215002,n
genealogía,6795,6256,n
Moro,6793,34,n
simpatizantes,6792,03910210,n
plaguicidas,6791,956010,n
machos,6787,360,n
Celia,6788,05,n
Iturbide,6790,1491,n
Porto,6783,941,n
Horas,6780,40,n
plaga,6777,956,n
Globalización,6777,6595002,n
eslabón,6776,0592,s
regularización,6776,4654002,n
cuán,6775,72,n
Criterios,6774,74140,n
PROCESO,6776,9400,n
Urquiza,6774,470,n
ídolos,6771,150,n
Cuenta,6775,721,n
Encarnación,6769,274202,n
OC,6769,7,n
Abogados,6766,9610,n
reconocimientos,6764,47203210,n
callejón,6764,762,s
activación,6764,71802,n
arbustos,6763,49010,n
Nora,6762,24,n
industriales,6761,2101450,n
vanguardias,6758,826410,n
Ugarte,6756,641,n
Noriega,6757,246,n
vasijas,6760,8060,s
Ojeda,6755,61,n
Areas,6755,40,n
molinos,6753,3520,n
ganador,6754,6214,n
molestia,6751,3501,n
Oliva,6750,58,s
diversa,6748,1840,n
rectificación,6748,4718702,n
suavidad,6748,0811,n
Anselmo,6746,2053,n
casamiento,6742,70321,n
countries,6746,72140,n
muslos,6739,3050,n
Mixta,6737,301,n
pene,6738,92,s
pioneros,6737,9240,n
subordinados,6735,0941210,n
Asi,6734,0,n
ut,6733,1,n
climas,6732,7530,n
Covarrubias,6731,78490,n
saqueo,6731,07,n
Conjunto,6730,72621,n
botín,6732,912,s
alambre,6730,5394,s
estragos,6727,01460,n
suposición,6728,09002,n
adorno,6727,142,s
order,6726,414,n
FE,6723,8,n
soplo,6725,095,n
Cajamarca,6722,76347,n
REGISTRO,6722,46014,n
coma,6720,73,n
Oliver,6717,584,n
promedios,6718,94310,n
Of,6720,8,n
exponente,6717,09221,n
cia,6717,0,n
Historias,6716,0140,n
reparaciones,6714,494020,n
Obreros,6715,9440,n
ordenadores,6711,412140,n
perforación,6714,948402,n
jaula,6710,65,s
borrador,6710,9414,s
Psychology,6709,90656,n
escritoras,6709,074140,n
Cipriano,6708,0942,n
Altamira,6708,5134,n
Metodología,6707,31156,n
MS,6705,30,n
Posición,6706,9002,n
potasio,6704,910,s
tribuna,6705,1492,n
confines,6699,72820,n
palomas,6703,9530,n
euforia,6702,84,n
sermones,6703,04320,n
Caldera,6691,7514,s
demandante,6699,132121,n
topografía,6691,19648,n
Remedios,6690,4310,n
Periodo,6690,941,n
moscas,6688,3070,n
conflictividad,6689,728571811,n
fols,6688,850,n
angustias,6687,26010,n
humanidades,6686,32110,n
charlas,6686,6450,n
conocedor,6686,72014,n
auxilios,6684,650,n
ADMINISTRACIÓN,6684,13201402,n
Casanova,6683,7028,n
vigilia,6682,865,n
cafés,6680,780,n
juzgados,6682,60610,n
afanes,6680,820,n
prostitutas,6679,9401110,n
viudas,6678,810,n
Financial,6677,82205,n
ciones,6678,020,n
complementariedad,6675,7395321411,n
rupturas,6676,49140,n
Navarrete,6673,2841,n
Norberto,6673,24941,n
beneficencia,6675,928020,n
Arica,6671,47,n
INDUSTRIA,6669,21014,n
perturbaciones,6669,94149020,n
Siglos,6665,0650,n
Series,6668,040,n
insatisfacción,6664,20108702,n
semejantes,6658,036210,n
Tejada,6659,161,n
PAGO,6658,96,n
destitución,6655,101102,n
escaños,6652,0720,s
incursión,6658,27402,n
Chapultepec,6652,695197,n
facturas,6651,87140,n
ortografía,6648,41648,n
designios,6650,10620,n
cacería,6648,704,n
cotidianidad,6648,711211,n
genocidio,6645,6201,n
alumnas,6647,5320,n
caducidad,6646,71011,n
Alberdi,6645,5941,n
vencedores,6645,820140,n
Cuadros,6644,7140,n
franqueza,6644,84270,n
Locke,6643,577,n
tempestad,6643,139011,n
antropólogo,6643,214956,n
mora,6642,34,s
astucia,6640,010,n
peculiaridad,6638,975411,n
deliberación,6640,159402,n
Cono,6637,72,s
aficionados,6637,80210,n
Sal,6637,05,s
vacantes,6636,87210,n
ESTRUCTURA,6634,014714,n
reparos,6632,4940,n
Azaña,6633,02,n
Nancy,6628,227,n
incas,6623,270,n
sedimentos,6622,013210,s
bulto,6623,951,s
Vila,6623,85,n
Celestina,6623,05012,n
deportistas,6621,1941010,n
sierras,6622,040,n
Consejero,6618,72064,n
extremidades,6619,0143110,n
only,6617,25,n
mamíferos,6616,33840,n
MORENO,6615,342,n
televisor,6614,15804,s
Munich,6613,326,n
dramas,6612,1430,n
Subdirección,6610,0914702,n
ausencias,6609,0200,n
Quiénes,6608,720,n
lámparas,6607,53940,n
yerba,6606,49,s
Luxemburgo,6603,503946,n
Catarina,6602,7142,n
go,6602,6,n
obesidad,6597,9011,n
crema,6601,743,s
aurora,6594,44,n
also,6593,50,n
altos,6590,510,n
cantón,6591,7212,n
Metro,6589,314,n
Fabio,6588,89,n
incisos,6588,2000,n
Turner,6586,1424,n
casillas,6585,700,s
alienación,6588,5202,n
sorpresas,6584,049400,n
batería,6584,914,s
Alain,6583,52,n
euros,6576,40,n
Coro,6580,74,n
fusil,6583,805,s
balcones,6575,95720,n
exageración,6573,06402,n
Certificado,6571,041871,n
Carmelo,6571,7435,n
lentes,6571,5210,n
Batalla,6570,91,n
acera,6570,04,s
Nov.,6566,29,Error
cols,6569,750,n
perturbación,6570,9414902,n
comandantes,6566,7321210,n
Manolo,6565,325,n
documental,6564,173215,n
Berlin,6563,9452,n
balances,6561,95200,n
catorce,6562,7140,n
performance,6560,9484320,n
cerdos,6560,0410,n
portavoz,6556,94180,n
Académico,6558,7137,n
Leticia,6554,510,n
after,6554,814,n
Lunes,6553,520,n
RODRIGUEZ,6552,41460,n
veneración,6552,82402,n
apóstol,6550,9015,n
bodega,6548,916,s
Eloy,6548,5,n
Regulación,6547,46502,n
equilibrios,6546,75940,n
Modernidad,6545,314211,n
sumario,6545,034,n
ribera,6545,494,n
discrepancia,6544,1074920,n
arenas,6542,420,n
culpas,6541,7590,n
válvula,6542,8585,s
Porras,6540,940,s
AP,6539,9,n
impaciencia,6540,39020,n
lib,6539,59,n
Meza,6538,30,n
susto,6534,001,n
cuadrado,6537,7141,s
Sendero,6532,0214,n
Palermo,6536,9543,n
comisionados,6529,730210,n
manta,6531,321,s
Clásico,6527,7507,n
Etapa,6527,19,n
informante,6526,284321,n
Ross,6529,400,n
Cerda,6526,041,s
Duran,6521,142,n
grietas,6526,6410,n
Vico,6522,87,n
Costos,6521,7010,n
MARTINEZ,6518,34120,n
sensualidad,6520,020511,n
tienes,6521,120,n
pliegues,6516,9560,n
doncella,6521,120,n
significaciones,6517,06287020,n
licor,6509,574,n
Movimientos,6508,383210,n
Simposio,6515,0390,n
rangos,6514,4260,n
FUENTES,6503,8210,n
Constantino,6504,7201212,n
contemporáneos,6504,72139420,n
Recomendación,6507,4732102,n
Borbón,6501,9492,n
Profesores,6498,948040,n
Lawrence,6496,5420,n
abejas,6496,960,n
planeamiento,6496,952321,n
Raymond,6497,4321,n
Montenegro,6493,321264,n
TASA,6494,10,n
Primavera,6495,94384,n
Philip,6492,959,n
chiste,6491,601,n
Realidad,6491,4511,n
Lerma,6489,543,n
Der,6489,14,n
Congregación,6485,7264602,n
junio,6485,62,n
Mal,6481,35,n
Litoral,6481,5145,n
Retrato,6481,4141,s
molestias,6480,35010,n
monje,6481,326,n
BASE,6479,90,s
Husserl,6478,0045,n
PAÍS,6477,90,n
pronombre,6477,942394,n
farsa,6477,840,n
activistas,6476,718010,n
Tecnos,6487,1720,n
Alcázar,6471,5704,n
istmo,6473,013,n
Sagrada,6474,0641,n
Neuquén,6470,272,n
Baleares,6468,9540,n
Efecto,6470,871,n
Méjico,6468,367,n
hazaña,6466,02,n
Orgánica,6468,4627,n
Sepúlveda,6465,09581,n
bares,6464,940,n
Impresión,6463,39402,n
albores,6461,5940,n
auxiliares,6460,6540,n
terrazas,6458,1400,n
tracción,6461,14702,n
núm,6457,23,n
furor,6457,844,n
Vanguardia,6455,82641,n
Angela,6455,265,n
espadas,6454,0910,n
encierro,6452,204,n
trauma,6449,143,n
Helena,6450,52,n
negra,6451,264,n
éxodo,6449,01,n
CONCLUSIONES,6447,7275020,n
diabetes,6447,1910,n
pampa,6448,939,n
confesiones,6444,728020,n
corregidores,6443,746140,n
Misa,6443,30,n
ascendencia,6441,002120,n
inundación,6441,22102,n
concejales,6440,720650,n
Simon,6437,032,n
siquiera,6438,074,n
desnudez,6437,10210,n
ei,6437,,n
XXII,6436,06,n
Introduction,6436,2141712,n
cadera,6435,714,s
reforzamiento,6436,4840321,n
malicia,6432,350,n
Donald,6432,1251,n
planetas,6432,95210,n
Mateos,6431,310,n
Trad,6428,141,n
profecía,6430,9480,n
reverso,6426,4840,s
ABRIL,6425,945,n
viejas,6423,860,n
prescripciones,6423,940749020,n
diarrea,6420,14,n
recipientes,6419,409210,n
litro,6416,514,n
intersección,6415,2140702,n
Losada,6414,501,n
Pedagogía,6414,9166,n
Tributaria,6413,14914,n
artesanía,6414,4102,s
revisiones,6412,48020,n
Green,6413,642,n
V.M.,6407,93,Error
N.L.,6406,25,Error
Reconstrucción,6410,472014702,n
Man,6411,32,n
desembocadura,6409,1039714,n
torrente,6406,1421,n
deidad,6404,111,n
March,6404,346,n
colaboraciones,6404,7594020,n
mediador,6401,3114,n
Trabajos,6402,14960,n
justicias,6398,60100,n
artesanías,6396,41020,n
Cursos,6400,7400,n
concesionario,6400,720024,n
DOMICILIO,6394,1305,n
Arguedas,6390,4610,n
PIE,6394,9,n
Eje,6390,6,s
Quijano,6390,762,n
camioneta,6389,7321,s
metrópolis,6389,314950,n
estadía,6388,011,n
larvas,6387,5480,n
ISO,6385,0,n
inconformidad,6385,27284311,n
desolación,6383,10502,n
caricias,6385,7400,n
Sotomayor,6381,0134,n
CLAVE,6381,758,n
llanuras,6377,240,n
Beni,6377,92,n
Montaña,6379,3212,s
Nájera,6376,264,n
Cadena,6376,712,s
proceder,6373,94014,n
nuca,6374,27,s
Publicidad,6373,995011,n
curiosos,6372,7400,n
Quiñones,6373,7220,n
RESULTADOS,6372,405110,n
Solución,6371,0502,n
VIVIENDA,6371,8821,s
INFORMACIÓN,6370,284302,n
anonimato,6370,2231,n
AUTOR,6370,14,n
cazador,6365,7014,n
Mosquera,6366,3074,n
ratas,6362,410,n
autoras,6356,140,n
yugo,6357,6,s
Teléfonos,6359,15820,n
fisuras,6356,8040,n
valorización,6352,854002,n
Naranjo,6354,2426,s
Millán,6355,32,n
formalización,6351,8435002,n
subsecretario,6350,0907414,n
criollo,6349,74,n
msnm,6348,3023,n
Technology,6349,16256,n
hermandad,6345,43211,n
VILLA,6343,8,n
decepción,6339,10902,n
trescientos,6342,1400210,n
Cívica,6338,087,n
Aquiles,6337,750,n
detenimiento,6337,112321,n
contingencias,6336,72126200,n
AVISO,6335,80,n
Vos,6333,80,n
Bulletin,6334,912,n
Ocaña,6333,72,n
Boyacá,6333,97,n
caserío,6332,704,s
Excmo,6332,073,n
Regina,6331,462,n
mentalidades,6332,3215110,n
jazz,6331,600,n
Ferreira,6331,844,n
júbilo,6329,695,n
Ministerios,6330,320140,n
golfo,6330,658,n
Tecnológica,6329,172567,n
matemática,6326,31317,n
Determinación,6327,1143202,n
dictámenes,6328,171320,n
Dibujo,6326,196,n
currículo,6323,7475,n
Papers,6325,9940,n
PUBLICO,6319,9957,n
competición,6325,739102,n
adiestramiento,6317,1014321,n
emisoras,6315,3040,n
mango,6315,326,s
Infantería,6315,28214,n
reos,6313,40,n
Franklin,6312,842752,n
Aparicio,6311,940,n
herejía,6309,46,n
Emma,6310,33,n
Terán,6309,142,n
Eucaristía,6308,7401,n
Revue,6308,48,n
Sandra,6305,0214,n
encrucijada,6304,274061,n
els,6303,50,n
gesta,6303,601,n
Democrático,6304,137417,n
Anaya,6303,2,n
Descentralización,6303,1002145002,n
repaso,6302,490,n
CASA,6301,70,s
tributación,6300,149102,n
fusiones,6300,8020,n
arrepentimiento,6298,4921321,n
Histórica,6296,0147,n
demandado,6298,13211,n
Inventario,6294,28214,n
archipiélago,6294,46956,n
provocación,6292,948702,n
Catamarca,6294,71347,n
tácticas,6292,17170,n
Min.,6288,32,Error
Canales,6291,7250,n
prestadores,6290,9401140,n
estatales,6289,01150,n
feministas,6288,832010,n
Educativo,6287,1718,n
Lugones,6288,5620,n
diezmos,6286,1030,n
fenomenología,6285,823256,n
fianza,6284,820,n
discrecionalidad,6284,107402511,n
cabeceras,6282,79040,n
Decisión,6283,1002,n
presentes,6280,940210,n
seiscientos,6280,000210,n
quebrada,6279,7941,n
contemporáneo,6279,7213942,n
concordia,6279,72741,n
posicionamiento,6279,9002321,n
coaliciones,6278,75020,n
chofer,6277,684,n
directivas,6277,147180,n
km2,6278,732,n
posmodernidad,6277,90314211,n
Contratos,6276,721410,n
numeración,6275,23402,n
exportador,6277,094114,n
Reservas,6275,40480,n
manantial,6273,32215,n
anarquismo,6272,24703,n
Garantías,6270,64210,n
rosario,6273,404,s
EJECUTIVO,6268,6718,n
Escalante,6268,07521,n
utensilios,6268,12050,n
yeso,6268,0,s
ejecutoria,6267,6714,n
velocidades,6266,850110,n
subditos,6266,09110,n
lata,6264,51,s
INE,6264,2,n
Esquema,6264,073,n
regionalización,6263,4625002,n
caballerías,6264,7940,n
alcoholismo,6262,57503,n
Stalin,6261,0152,n
Sud,6261,01,n
Hispanic,6261,0927,n
pliegos,6259,9560,n
primos,6259,9430,n
Marc,6259,347,n
recintos,6259,40210,n
convocante,6259,728721,n
Idea,6259,1,n
álbum,6258,593,s
calificativo,6256,758718,n
orbe,6256,49,n
tíos,6253,10,n
vencedor,6251,82014,n
mozos,6249,300,n
concejos,6247,72060,n
labio,6246,59,s
legua,6246,56,n
congruencia,6247,726420,n
medianoche,6245,3126,n
especulaciones,6245,0975020,n
rima,6243,43,n
Frondizi,6243,84210,n
Pasión,6241,902,n
Western,6240,0142,n
Carmona,6240,7432,n
Bustos,6241,9010,s
Albornoz,6239,59420,s
frijoles,6238,84650,s
alabanza,6240,5920,n
Tránsito,6240,14201,n
Pastoral,6238,90145,n
Dulce,6235,150,s
Ciudadana,6235,0112,n
vivo,6234,88,n
Prefectura,6232,948714,n
Deportes,6232,19410,n
Garay,6234,64,n
Patriótica,6232,91417,n
intriga,6232,2146,n
regionalismo,6231,462503,n
relativismo,6229,451803,n
LEÓN,6227,52,n
norteamericano,6228,2413472,n
DIRECCION,6226,14702,n
pimienta,6226,9321,s
fría,6221,84,n
Reconocimiento,6222,4720321,n
Registros,6220,460140,n
ajedrez,6220,6140,n
Aire,6215,4,n
edicto,6215,171,n
sátira,6214,014,n
enfermeras,6216,284340,n
Ns,6214,20,n
reiteración,6214,41402,n
COSTA,6214,701,n
gris,6213,640,n
Nac.,6211,27,Error
Licenciatura,6212,502014,n
llamamiento,6212,3321,n
Stanley,6211,0125,n
Cd.,6209,71,Error
equipaje,6211,796,s
Bernabé,6211,9429,n
management,6210,326321,n
Modelos,6209,3150,n
Santana,6207,0212,n
Rehabilitación,6207,495102,n
Alameda,6204,531,n
ALBERTO,6205,5941,n
Ponencia,6202,9220,n
fanatismo,6200,82103,n
pétalos,6200,9150,n
moldes,6198,3510,s
astronomía,6201,01423,n
Literaria,6196,5144,n
revueltas,6197,48510,n
dogmas,6195,1630,n
rastros,6196,40140,n
Mac,6193,37,n
Acreditación,6193,741102,n
depuración,6190,19402,n
lactancia,6190,57120,n
india,6190,21,n
divinidades,6186,182110,n
nudos,6189,210,s
Miraflores,6185,348540,n
agudeza,6184,610,n
Printed,6184,94211,n
Black,6181,9577,n
IN,6181,2,n
whisky,6181,07,s
Morris,6179,340,n
Sir,6177,04,n
aura,6177,4,n
study,6177,011,n
estampa,6173,0139,s
kilómetro,6176,75314,n
terciopelo,6173,14095,s
menciones,6173,32020,n
castellanos,6172,70120,n
cuevas,6172,780,n
Growth,6169,641,n
Institutos,6168,201110,n
novios,6168,280,n
decoro,6165,174,n
uniformes,6166,28430,n
varianza,6165,8420,n
relevo,6163,458,s
DIRECCIÓN,6164,14702,n
fluidez,6163,8510,n
fuerte,6162,841,n
filiales,6161,8550,n
superposición,6161,0949002,n
EMPRESAS,6160,39400,n
Becerra,6158,904,n
Peso,6158,90,s
TORRES,6157,140,n
FERNANDO,6159,84221,n
